"Predicted_Units_Sold","Predicted_Total_Revenue","Predicted_Total_Profit"
6109.93701844756,6229.99507865024,6229.99507865024
9857.03072214598,9932.88035265333,9932.88035265333
3420.30158200502,3562.079182658,3562.079182658
7028.73047096682,7110.61403754141,7110.61403754141
5302.57694934882,5422.48890191023,5422.48890191023
3249.62568808891,3396.45576685173,3396.45576685173
5670.56936429955,5775.05646634664,5775.05646634664
3454.67179996396,3601.7906022581,3601.7906022581
3649.42481783328,3776.1725017026,3776.1725017026
5303.87281197807,5407.61755225334,5407.61755225334
9133.09030668016,9213.45966087976,9213.45966087976
8327.91155925672,8412.27831395257,8412.27831395257
5459.021303359,5580.2888893952,5580.2888893952
3322.07043696962,3461.16186229188,3461.16186229188
4473.54850597895,4610.56744101496,4610.56744101496
3505.37846091822,3649.8546011215,3649.8546011215
4522.57709302968,4660.1527332729,4660.1527332729
6864.6533047354,6953.061158621,6953.061158621
3909.39043665581,4050.16018025137,4050.16018025137
3574.84954606546,3713.60056125626,3713.60056125626
10783.0234506958,10849.4039648717,10849.4039648717
3671.50752782789,3811.02274146535,3811.02274146535
3282.84260548553,3416.23781593758,3416.23781593758
4879.94375574243,5013.17720632485,5013.17720632485
3278.24888393043,3407.69781541979,3407.69781541979
3246.78515647508,3375.34997937276,3375.34997937276
3374.88942564743,3508.27342281506,3508.27342281506
5463.02568697431,5579.49435839451,5579.49435839451
3497.8447647565,3621.27801698168,3621.27801698168
5123.04135327386,5240.08829182158,5240.08829182158
10303.6844066953,10376.0885607195,10376.0885607195
3600.47972939146,3734.25373842039,3734.25373842039
5862.35099206817,5967.68666216116,5967.68666216116
10152.2695575966,10215.7124137966,10215.7124137966
3712.69591769949,3848.81348601059,3848.81348601059
4842.40510729345,4965.3396163891,4965.3396163891
3279.33487495259,3427.67842673724,3427.67842673724
4789.53912118694,4899.57523792255,4899.57523792255
3516.68760530828,3654.74409088831,3654.74409088831
3644.02132692708,3784.58078917341,3784.58078917341
6124.51741861722,6233.42903321775,6233.42903321775
4216.80302732048,4337.88013982977,4337.88013982977
3988.41420155362,4125.18820478826,4125.18820478826
9801.94514148043,9880.86996330171,9880.86996330171
7919.77235211813,8003.04799863394,8003.04799863394
3467.38987288205,3614.36173049654,3614.36173049654
6994.61314312625,7104.12359080646,7104.12359080646
3247.7331982765,3397.9577527558,3397.9577527558
5461.14990242947,5564.13113974883,5564.13113974883
3250.01168840404,3397.7481318692,3397.7481318692
4292.20862944557,4404.36921444627,4404.36921444627
5650.83049497063,5770.39695535125,5770.39695535125
5134.94456244612,5261.41888498261,5261.41888498261
3620.234016177,3740.22462446281,3740.22462446281
8399.76551438275,8466.86647930735,8466.86647930735
6488.51952014632,6585.40180781185,6585.40180781185
3587.24331945902,3714.88202342307,3714.88202342307
3446.44421472557,3578.78322858435,3578.78322858435
3241.24771518702,3384.99685635146,3384.99685635146
4043.26225126826,4170.69722903414,4170.69722903414
4129.89565566465,4257.37740734666,4257.37740734666
3544.83622755814,3688.47194713869,3688.47194713869
6061.85772636755,6157.21532158982,6157.21532158982
4985.7725171563,5093.11748251028,5093.11748251028
4899.31447163907,5012.87716320395,5012.87716320395
3622.57071986812,3747.16377747814,3747.16377747814
4526.41036582237,4636.94060263009,4636.94060263009
7750.45273004347,7830.70037271179,7830.70037271179
4715.15331838855,4840.53280544862,4840.53280544862
3238.24595632473,3374.68969725834,3374.68969725834
7326.9996489413,7420.38476042015,7420.38476042015
6333.07950762902,6440.7639608367,6440.7639608367
8085.53062000645,8167.75910359761,8167.75910359761
3866.11747750691,3997.08888625012,3997.08888625012
4939.00032768888,5052.53424901328,5052.53424901328
4759.03591300848,4873.14788809268,4873.14788809268
3666.26162383134,3798.74184641582,3798.74184641582
3675.22716239143,3800.25237043282,3800.25237043282
7794.9252121035,7881.01641361859,7881.01641361859
5122.21577575488,5226.18178920667,5226.18178920667
4045.96772656574,4184.4711053977,4184.4711053977
4012.55060218646,4143.56021843552,4143.56021843552
5624.89394067358,5743.17431045888,5743.17431045888
5374.65384735117,5500.68139011435,5500.68139011435
3239.21973434391,3371.23980003718,3371.23980003718
3303.03314068735,3436.44773368873,3436.44773368873
5706.38369942732,5806.11676964453,5806.11676964453
3272.18089213637,3414.4953734985,3414.4953734985
10680.0534994562,10748.4903493255,10748.4903493255
3480.08688975694,3618.43902752725,3618.43902752725
4432.48709876263,4558.0558220951,4558.0558220951
3803.20555890986,3929.43071527746,3929.43071527746
7116.76274148513,7208.71501506471,7208.71501506471
4491.6516870078,4605.64994848814,4605.64994848814
3725.41662822694,3868.22132531686,3868.22132531686
5031.75009850482,5157.10176948426,5157.10176948426
7504.61269470245,7603.46494780779,7603.46494780779
7390.77024264396,7496.30494523138,7496.30494523138
3324.16877489874,3445.9810809221,3445.9810809221
4535.91545453331,4669.1599200296,4669.1599200296
4962.47237348642,5092.89368100309,5092.89368100309
5762.57013801481,5882.22508134153,5882.22508134153
5607.03334336222,5730.27176393193,5730.27176393193
3261.0733675485,3398.05454511979,3398.05454511979
3228.83618302775,3372.68613824868,3372.68613824868
6896.85629378304,7001.97231604288,7001.97231604288
3775.55804537285,3903.78252476832,3903.78252476832
7024.87067240393,7125.9803430882,7125.9803430882
3876.70968832485,3996.2238839662,3996.2238839662
7640.16693315434,7733.08964712389,7733.08964712389
4518.53746227067,4640.15300735701,4640.15300735701
9164.47965443599,9229.0557064953,9229.0557064953
5671.6715480706,5769.14135394908,5769.14135394908
3309.03913929185,3439.49722278295,3439.49722278295
5599.80928337843,5724.39978555381,5724.39978555381
4301.95963580305,4413.82295873471,4413.82295873471
5814.85616822384,5919.80080369793,5919.80080369793
3439.28664551713,3581.71782341448,3581.71782341448
3421.95442434972,3565.22467805706,3565.22467805706
3264.57054215784,3388.76726661918,3388.76726661918
5326.75278281914,5454.96446447601,5454.96446447601
5153.14198398705,5280.41757365442,5280.41757365442
4180.47974457302,4318.61343901416,4318.61343901416
4181.82589930066,4300.67472111165,4300.67472111165
3627.60863223489,3768.67596780091,3768.67596780091
4374.75823194657,4500.60255667833,4500.60255667833
10625.8254759719,10673.1518930223,10673.1518930223
4117.70168023245,4242.17550568685,4242.17550568685
6321.68193366758,6432.03787337551,6432.03787337551
3279.97322748006,3421.67936308013,3421.67936308013
6058.84801400787,6165.04601253374,6165.04601253374
4705.06258142447,4825.87983145691,4825.87983145691
5705.94869147222,5821.74334688497,5821.74334688497
4285.32430222618,4401.88618077555,4401.88618077555
4786.12632559539,4915.22308188042,4915.22308188042
4100.93384063411,4225.76937902018,4225.76937902018
5172.79650683058,5291.07792030365,5291.07792030365
3245.25462269153,3396.55547937367,3396.55547937367
6350.93065495514,6439.44265551394,6439.44265551394
3857.12440912602,3974.25615206489,3974.25615206489
3379.31808255408,3508.72342577184,3508.72342577184
3272.20226709249,3422.74314976514,3422.74314976514
3524.1022276887,3672.08407175683,3672.08407175683
4263.43088248503,4384.88689285572,4384.88689285572
3294.0408352517,3438.27422158158,3438.27422158158
3268.9133191259,3392.17444888254,3392.17444888254
3880.65256367388,4015.34593254632,4015.34593254632
4301.3484829122,4417.65302024784,4417.65302024784
4245.0003834229,4382.55006596546,4382.55006596546
8471.86052462417,8541.70268191334,8541.70268191334
9698.11381628659,9778.85783019289,9778.85783019289
3335.87474071314,3471.21914692718,3471.21914692718
5582.5687816218,5696.1073255633,5696.1073255633
6504.03876336727,6594.50985763985,6594.50985763985
5383.43583748026,5504.19553049324,5504.19553049324
3410.44641556193,3534.6980284282,3534.6980284282
4700.73838693498,4827.70765884946,4827.70765884946
5708.47677317907,5831.09987362018,5831.09987362018
5799.16044394144,5921.52985062879,5921.52985062879
7142.45208791136,7224.32792469975,7224.32792469975
3359.69109486148,3486.26453830496,3486.26453830496
5699.05306326464,5807.45548753529,5807.45548753529
3477.01514055417,3610.20497944707,3610.20497944707
5709.83554347779,5809.74587353969,5809.74587353969
3740.51078639165,3885.98170266619,3885.98170266619
4773.63681790118,4896.15108640023,4896.15108640023
3635.90640983738,3760.04597777452,3760.04597777452
3324.38235164913,3454.8581822488,3454.8581822488
5628.66948207959,5752.5973527662,5752.5973527662
6284.72796730571,6381.37236345596,6381.37236345596
4180.28662390338,4295.19929529578,4295.19929529578
6112.5678354461,6217.74050639273,6217.74050639273
3981.09016415482,4123.89835824893,4123.89835824893
5632.02546568927,5738.94996295114,5738.94996295114
3349.29309294098,3470.86840861981,3470.86840861981
4976.43897621068,5095.0991310012,5095.0991310012
4365.9139216203,4475.97815885882,4475.97815885882
4177.63009953208,4313.61983177344,4313.61983177344
8822.16564664625,8910.90007695243,8910.90007695243
3555.98411624505,3685.17880166577,3685.17880166577
4084.58136430517,4225.29550393908,4225.29550393908
5510.87499076324,5623.84253148351,5623.84253148351
6291.0469706148,6398.64607828576,6398.64607828576
4007.97801797454,4148.48438534505,4148.48438534505
4218.76339889288,4350.26347659086,4350.26347659086
5702.45379283408,5809.27729613564,5809.27729613564
9341.33267139683,9400.85434804709,9400.85434804709
3833.7982099634,3951.12625871586,3951.12625871586
3728.66152556844,3849.08673656196,3849.08673656196
3522.01779568454,3649.95884463346,3649.95884463346
8640.51363262979,8711.81630485312,8711.81630485312
3420.50525960341,3562.13071389685,3562.13071389685
3590.73968312438,3714.60253128535,3714.60253128535
5882.2145326135,5981.713756225,5981.713756225
5462.51635016272,5589.03810663831,5589.03810663831
4207.50619022079,4343.45440271605,4343.45440271605
5803.4521557576,5921.09455234593,5921.09455234593
4740.52931443509,4875.0419036347,4875.0419036347
7537.84214416039,7618.18202134238,7618.18202134238
6781.27006973361,6872.49922113834,6872.49922113834
4638.61985823716,4769.32880340342,4769.32880340342
3548.07677048977,3682.03719580589,3682.03719580589
4434.56407442352,4565.17721130897,4565.17721130897
3720.94370640594,3864.38546305202,3864.38546305202
5124.57779836147,5230.99292653537,5230.99292653537
5673.42666711626,5791.66919519023,5791.66919519023
5566.98655197194,5681.44183206103,5681.44183206103
4771.59429464235,4897.75101641777,4897.75101641777
5685.82265487562,5803.96453540095,5803.96453540095
3606.09937714689,3741.50564765879,3741.50564765879
3315.50643138999,3455.83575039308,3455.83575039308
5239.17646794537,5355.69708302712,5355.69708302712
3232.78401634343,3369.71473458401,3369.71473458401
5230.79385762469,5358.64089952043,5358.64089952043
5323.94391040807,5447.54748873971,5447.54748873971
5056.8773774584,5169.34143997902,5169.34143997902
3299.39354078235,3429.7407104287,3429.7407104287
3842.97050649291,3977.93897535116,3977.93897535116
3337.88639170052,3487.77724070567,3487.77724070567
4016.28092305242,4159.35486773757,4159.35486773757
5888.73389416592,5984.3284745285,5984.3284745285
5435.49640998413,5554.92719614613,5554.92719614613
5181.77628421277,5284.77223539829,5284.77223539829
4270.77119210364,4394.01242077424,4394.01242077424
9945.70168360372,10016.531024111,10016.531024111
3965.79330031754,4108.9795858812,4108.9795858812
9004.92352487329,9093.75695455288,9093.75695455288
7067.01287899909,7163.10792357756,7163.10792357756
9737.99219267643,9793.40420131546,9793.40420131546
4299.31465985569,4421.02899737114,4421.02899737114
11117.1544054495,11172.4361354065,11172.4361354065
6968.49488498123,7055.96180110203,7055.96180110203
4239.19789768384,4356.00750068598,4356.00750068598
6037.36134210297,6153.10873026928,6153.10873026928
6766.58491914228,6876.28848079802,6876.28848079802
3796.42078878892,3922.53652208441,3922.53652208441
4508.00945546681,4641.79921371446,4641.79921371446
4398.54343195549,4513.02488215537,4513.02488215537
4304.51267123735,4434.77287072173,4434.77287072173
9049.95677903039,9136.05835416637,9136.05835416637
3972.59135529898,4087.31866259349,4087.31866259349
4932.95410798367,5047.9024764807,5047.9024764807
3744.14208998969,3887.77453324584,3887.77453324584
3673.94431697107,3813.0585167766,3813.0585167766
5678.54464539341,5791.64426579142,5791.64426579142
3513.94251876557,3642.88056757237,3642.88056757237
7670.82041430492,7760.56544792435,7760.56544792435
6396.15658623897,6507.56790564208,6507.56790564208
3791.38441962473,3920.73549346498,3920.73549346498
6334.44764929914,6451.41525339491,6451.41525339491
5681.67082231033,5788.54555963546,5788.54555963546
3583.29919028391,3729.54361971296,3729.54361971296
3808.31666036642,3939.78938814495,3939.78938814495
3501.14379946858,3624.12395466314,3624.12395466314
5372.92132726861,5483.78886704229,5483.78886704229
9837.11633083344,9891.91643951891,9891.91643951891
3264.67562074781,3407.75604928487,3407.75604928487
4188.38302872752,4323.17569061665,4323.17569061665
3309.56543724012,3445.30949169043,3445.30949169043
4817.92516403691,4929.36038589503,4929.36038589503
4420.25379847383,4557.44727847606,4557.44727847606
4212.35919454076,4347.56987030452,4347.56987030452
3579.82887544751,3714.76672614876,3714.76672614876
3556.50530470223,3679.22450534408,3679.22450534408
3348.91096103041,3472.35421593528,3472.35421593528
3568.76552156476,3690.25008263706,3690.25008263706
4656.36693332998,4778.40206364969,4778.40206364969
4069.84204557708,4206.61146585,4206.61146585
6367.24743088491,6457.91981336672,6457.91981336672
4680.35776446423,4804.50320935793,4804.50320935793
3573.0680986417,3699.09120404524,3699.09120404524
4944.67497336967,5051.34614282445,5051.34614282445
4007.17737497438,4144.68231459357,4144.68231459357
4304.51487668746,4420.42129660097,4420.42129660097
7392.50846226075,7490.61200880696,7490.61200880696
6038.76776950506,6158.83835441965,6158.83835441965
3263.34557815478,3390.32976950009,3390.32976950009
3345.43529198132,3488.97890046328,3488.97890046328
10428.9762599279,10495.7429028939,10495.7429028939
9602.75654188235,9663.94471240885,9663.94471240885
7272.39319041546,7354.38748743945,7354.38748743945
3341.80969555945,3470.36354384222,3470.36354384222
3760.51310364216,3885.33172534481,3885.33172534481
3290.55924436277,3438.93252803107,3438.93252803107
3263.61600892531,3400.17361528481,3400.17361528481
5737.90907273975,5849.83720783973,5849.83720783973
6839.22813424347,6929.95428221709,6929.95428221709
3982.15212238104,4120.94274348019,4120.94274348019
4302.74270108383,4421.04611442737,4421.04611442737
3335.05744820003,3473.44203661569,3473.44203661569
4093.34794463913,4221.87460381159,4221.87460381159
4817.35617503717,4950.12460228257,4950.12460228257
4289.82911885629,4409.25634112131,4409.25634112131
3329.27862455188,3457.34542066307,3457.34542066307
4098.6161494821,4212.57194459913,4212.57194459913
5959.22811733161,6055.38512687813,6055.38512687813
5553.18635753452,5665.4007398974,5665.4007398974
4529.76008567136,4650.33420552726,4650.33420552726
3868.50383755752,4003.9807578945,4003.9807578945
3602.91752217366,3729.10291688844,3729.10291688844
3677.80315997143,3818.97552938507,3818.97552938507
6217.11690617765,6308.32627471701,6308.32627471701
5182.54194800803,5294.5275744502,5294.5275744502
4650.69254042387,4767.20762746203,4767.20762746203
4742.09466113729,4850.88226311568,4850.88226311568
4058.58042197069,4171.80820023669,4171.80820023669
9253.41884971889,9340.40455119343,9340.40455119343
5012.82861160723,5121.0084932282,5121.0084932282
3532.45588203291,3659.84593864018,3659.84593864018
3852.10631032643,3973.85501490615,3973.85501490615
3526.10925615252,3659.03029294767,3659.03029294767
6661.85354764306,6768.75846293312,6768.75846293312
9805.98522944403,9866.04621571692,9866.04621571692
5453.55121255856,5569.09304347325,5569.09304347325
5611.94996034945,5729.57631281721,5729.57631281721
3302.17500248479,3449.88827305268,3449.88827305268
4613.94288236659,4750.55054612768,4750.55054612768
4227.18563236919,4339.04653448028,4339.04653448028
4119.77974032943,4250.48697287738,4250.48697287738
7152.82462347072,7249.76791349224,7249.76791349224
5166.63433577492,5277.30142632687,5277.30142632687
4846.18969809276,4963.31002991385,4963.31002991385
6167.72729657183,6260.86895498552,6260.86895498552
6270.3774319093,6379.75115161487,6379.75115161487
7784.82358247049,7862.93561278164,7862.93561278164
4814.38571519367,4940.04121858776,4940.04121858776
4681.34479888133,4788.90858101341,4788.90858101341
3777.20820748291,3896.37428684618,3896.37428684618
8891.66216704331,8966.14464037815,8966.14464037815
3892.63881970355,4029.88173424233,4029.88173424233
4599.7888221834,4718.08102973072,4718.08102973072
4588.57916093693,4718.71010710169,4718.71010710169
3619.72116197744,3739.2352347158,3739.2352347158
3500.61079626536,3634.52265419383,3634.52265419383
3796.75331633314,3942.07167007123,3942.07167007123
5340.25513864771,5456.5392523482,5456.5392523482
7323.53667999153,7428.74181994236,7428.74181994236
5365.03391457498,5489.04357561417,5489.04357561417
6430.91986457856,6542.61222539925,6542.61222539925
5147.96970218691,5261.92171013288,5261.92171013288
3561.28531313534,3706.94074451375,3706.94074451375
3294.75585074285,3436.19652087573,3436.19652087573
3267.14007916879,3410.32265012125,3410.32265012125
4999.01637828168,5108.79030055865,5108.79030055865
3445.75337597419,3594.42450938036,3594.42450938036
5696.64750343898,5819.66511011109,5819.66511011109
3266.96162198487,3407.99304113554,3407.99304113554
3728.61698607593,3871.68733093525,3871.68733093525
3601.85372223885,3719.84530536373,3719.84530536373
3968.77207038486,4097.24062763405,4097.24062763405
5075.82025273992,5192.77315383957,5192.77315383957
3551.01387871352,3679.10493423445,3679.10493423445
5396.44340230926,5521.54127634813,5521.54127634813
3535.1800837606,3661.72686575691,3661.72686575691
3444.4879296012,3568.91048590982,3568.91048590982
5009.41882811702,5124.92994182733,5124.92994182733
3569.2469698299,3703.90183629284,3703.90183629284
3443.13118926623,3567.80393732894,3567.80393732894
9400.7038889778,9472.84004035833,9472.84004035833
4031.61725166467,4148.15456869416,4148.15456869416
4973.76312163443,5103.51718572077,5103.51718572077
4177.87388507105,4292.74813058933,4292.74813058933
3402.34667446793,3539.38919499061,3539.38919499061
4524.08300548246,4640.25113369193,4640.25113369193
3283.40707546637,3429.13618486332,3429.13618486332
3311.89075968489,3461.89939124111,3461.89939124111
5383.09380495719,5485.92567856475,5485.92567856475
8515.60372799214,8605.50104731733,8605.50104731733
6736.51575094064,6828.09575868728,6828.09575868728
5241.0109655228,5361.95730955033,5361.95730955033
4623.56468661577,4734.72526410844,4734.72526410844
3478.58460598694,3618.09899398179,3618.09899398179
4871.09570197686,4977.31247084544,4977.31247084544
5800.05285816987,5899.22174909566,5899.22174909566
5178.59271390353,5294.43402949459,5294.43402949459
3793.94599524685,3931.76405433662,3931.76405433662
3841.62558639474,3962.55463499395,3962.55463499395
4029.62146927995,4151.40750263423,4151.40750263423
3388.03202657383,3511.69893157543,3511.69893157543
8809.9828937778,8899.00849915908,8899.00849915908
3354.78065041949,3490.86517581967,3490.86517581967
5418.6166743332,5545.85504395787,5545.85504395787
9593.20095257975,9673.53698629273,9673.53698629273
3835.52151533993,3953.60235105013,3953.60235105013
3695.48330903279,3841.34014293224,3841.34014293224
4517.25535462346,4629.1262216448,4629.1262216448
4057.75930894856,4192.99783405806,4192.99783405806
5292.53057295216,5398.09997809787,5398.09997809787
3490.2947916019,3622.83892945026,3622.83892945026
6519.06005777692,6625.20222615036,6625.20222615036
3987.55755267596,4118.45997689137,4118.45997689137
4752.28718445067,4861.66187086519,4861.66187086519
3302.68998595425,3449.29442905234,3449.29442905234
3248.46386252332,3384.06975216123,3384.06975216123
3490.23255582413,3617.91422211831,3617.91422211831
3398.57197426873,3542.22123622477,3542.22123622477
3666.56688920801,3786.84314930897,3786.84314930897
4620.69378187371,4741.58996470493,4741.58996470493
3418.10201667867,3561.39211292902,3561.39211292902
3368.02011920509,3491.50505186667,3491.50505186667
3789.1921313451,3907.71567742193,3907.71567742193
5047.06326096343,5166.16662240975,5166.16662240975
4626.05698808947,4762.21353573454,4762.21353573454
3415.43399596028,3563.7657742265,3563.7657742265
7185.09732940841,7286.02247230879,7286.02247230879
6531.35124252303,6637.34032718152,6637.34032718152
3747.76665050321,3887.35407078841,3887.35407078841
3870.46569790019,3993.44240499659,3993.44240499659
4727.01763609367,4859.86467199354,4859.86467199354
6238.22205095107,6347.36177638016,6347.36177638016
10390.636100404,10438.5108456662,10438.5108456662
5407.86598500101,5534.18047286755,5534.18047286755
4195.77822620379,4323.9467882846,4323.9467882846
3278.36849266272,3413.67547465078,3413.67547465078
5330.06491971473,5453.48510193507,5453.48510193507
5790.95371487062,5911.21511963046,5911.21511963046
7394.14775715813,7488.57032267999,7488.57032267999
5324.1255476824,5423.65785975346,5423.65785975346
5935.85735994836,6054.00958047951,6054.00958047951
3619.03134366645,3765.71782428863,3765.71782428863
5686.24377397866,5807.59467102873,5807.59467102873
7801.23883842242,7878.89652676913,7878.89652676913
8530.80362501267,8599.46809839811,8599.46809839811
3452.27753625903,3576.59522866857,3576.59522866857
5538.3456271616,5645.60947119261,5645.60947119261
4742.72336962118,4873.55974709655,4873.55974709655
10323.2452198074,10384.5781203485,10384.5781203485
3746.40136979417,3872.59229340842,3872.59229340842
5184.34380877097,5311.90645401063,5311.90645401063
3349.22931657361,3498.74158071453,3498.74158071453
5821.1722506529,5943.77718954933,5943.77718954933
5738.22157437264,5844.86546525332,5844.86546525332
5435.26422354531,5546.79221930348,5546.79221930348
4972.63027069811,5089.06033068916,5089.06033068916
6172.25599163801,6272.90092927456,6272.90092927456
3361.81036932297,3489.6893696239,3489.6893696239
5089.80342361113,5218.31449204482,5218.31449204482
5068.28922384152,5175.42513095322,5175.42513095322
3306.73368592982,3445.11103065045,3445.11103065045
4195.97865318001,4331.53618147222,4331.53618147222
3978.19466038911,4096.49323245388,4096.49323245388
3492.44516625607,3612.82984780554,3612.82984780554
4203.39147143465,4332.0247819403,4332.0247819403
5965.87924667022,6087.52326591923,6087.52326591923
4615.71291694988,4726.13279532139,4726.13279532139
5125.82000432889,5256.56965261129,5256.56965261129
3810.19766588375,3932.97372066907,3932.97372066907
3320.83031461348,3461.52036403555,3461.52036403555
5826.97953920167,5941.65984133141,5941.65984133141
3296.14789262579,3443.79718303892,3443.79718303892
3780.87343699348,3910.7869957809,3910.7869957809
3606.7756248229,3747.61622468314,3747.61622468314
10291.7250946391,10361.7079554778,10361.7079554778
6625.42634732003,6731.02900418001,6731.02900418001
4000.01829040687,4118.90789840354,4118.90789840354
4989.75312538243,5099.09068547586,5099.09068547586
3376.41794630404,3506.7112957335,3506.7112957335
6820.90547493491,6911.54938509166,6911.54938509166
6897.05632455771,6987.59150126809,6987.59150126809
10187.5293326731,10261.0813059369,10261.0813059369
10970.6970784267,11015.839672174,11015.839672174
8531.61009215958,8611.43829063437,8611.43829063437
5234.49158550856,5354.08309972171,5354.08309972171
3508.86318427801,3648.39601172591,3648.39601172591
3323.83384763351,3454.27270664287,3454.27270664287
5100.91146753701,5212.96811808252,5212.96811808252
4711.09426677133,4823.70597064045,4823.70597064045
4960.0341234225,5079.85548478045,5079.85548478045
4168.79899335897,4297.97423825494,4297.97423825494
5315.72199389966,5435.79306915146,5435.79306915146
3447.9824675545,3594.18744260816,3594.18744260816
3692.30838041859,3820.16062262876,3820.16062262876
5444.01360453154,5568.94469432956,5568.94469432956
5253.72887064639,5367.18000568762,5367.18000568762
5642.70393807152,5756.06964611912,5756.06964611912
5622.8755287303,5720.34314961728,5720.34314961728
5744.92766077621,5845.26547442664,5845.26547442664
3571.32987902491,3704.78414046966,3704.78414046966
5635.21248135311,5736.77909626385,5736.77909626385
5703.46020497415,5813.04727319804,5813.04727319804
5612.27135523134,5718.36841320488,5718.36841320488
3337.08512432926,3481.53227140864,3481.53227140864
3906.97049278991,4039.49668093238,4039.49668093238
5491.18140617076,5606.32015155162,5606.32015155162
3344.59778644412,3472.61831673764,3472.61831673764
8254.12272266031,8328.45029802039,8328.45029802039
5480.09869197179,5600.12288509226,5600.12288509226
3858.47798672129,3981.88303250957,3981.88303250957
5614.38940643102,5735.86728459951,5735.86728459951
3240.22878939798,3381.38588781397,3381.38588781397
4207.58540526976,4334.70628050122,4334.70628050122
3698.62166899369,3828.86998916229,3828.86998916229
6664.32087368504,6750.43997224346,6750.43997224346
5951.29989397319,6045.06741259396,6045.06741259396
3226.83072817643,3373.91569279548,3373.91569279548
5395.61967288153,5494.78249222521,5494.78249222521
4953.84704574683,5078.39429638818,5078.39429638818
3885.71133325988,4008.25693884294,4008.25693884294
6770.06097732462,6872.21836180918,6872.21836180918
4041.76200574177,4180.95314072828,4180.95314072828
6255.92910518407,6368.82108393657,6368.82108393657
6846.20215506359,6936.28587582975,6936.28587582975
6091.64309796945,6204.51671684573,6204.51671684573
4536.24767465943,4672.05940345467,4672.05940345467
6163.68900645821,6259.26264413073,6259.26264413073
3535.56931930788,3679.8184681607,3679.8184681607
5498.97937836745,5599.67012605114,5599.67012605114
3832.34679258123,3951.23288174204,3951.23288174204
3288.2875124028,3432.2397506743,3432.2397506743
10340.6579919661,10388.136167679,10388.136167679
3519.49252208303,3657.34757394218,3657.34757394218
6604.13879339959,6698.96850174949,6698.96850174949
3458.37941768786,3591.94026606812,3591.94026606812
5731.41020475569,5847.89618083074,5847.89618083074
3691.23462395436,3815.68131712816,3815.68131712816
3240.43200803688,3374.62428681402,3374.62428681402
3972.40512871572,4092.59742749061,4092.59742749061
5586.3510516704,5705.52631267945,5705.52631267945
8088.422689528,8183.13152751137,8183.13152751137
3628.69937458654,3756.9758988885,3756.9758988885
6694.30570854068,6805.01916630076,6805.01916630076
3557.67560840093,3678.4327330458,3678.4327330458
7420.44956862947,7506.58871215511,7506.58871215511
3318.07911379141,3440.06376837357,3440.06376837357
3995.3979884577,4120.22855500453,4120.22855500453
7052.77806017626,7151.12508929269,7151.12508929269
9111.1189063005,9186.80691582798,9186.80691582798
7008.9326955719,7100.7438957882,7100.7438957882
5079.59427933683,5200.00949889755,5200.00949889755
3521.25376444438,3645.62527028269,3645.62527028269
3582.98958825102,3716.53318887359,3716.53318887359
3328.75019483848,3455.93357543294,3455.93357543294
3571.41557309027,3704.78322253555,3704.78322253555
4238.2626623002,4372.77810781299,4372.77810781299
5157.04374771119,5260.56171004268,5260.56171004268
4522.39868161066,4646.17948843203,4646.17948843203
8275.5091054422,8371.71666390287,8371.71666390287
3257.66118253329,3388.11260284762,3388.11260284762
3399.28288063616,3523.52553349084,3523.52553349084
5482.75886249494,5586.66549974206,5586.66549974206
3587.00461329071,3730.70279971302,3730.70279971302
6500.60800566576,6605.83380510955,6605.83380510955
3859.22253534714,3992.71008190591,3992.71008190591
4973.67519272684,5081.3211298253,5081.3211298253
5015.41566666444,5122.33598418783,5122.33598418783
3928.2205063799,4062.17939203191,4062.17939203191
3323.66733615797,3456.93588295464,3456.93588295464
3802.94217343073,3926.51363509395,3926.51363509395
3431.96325060263,3572.11628813808,3572.11628813808
6368.87862780985,6466.774685827,6466.774685827
3276.29799652384,3410.82377530314,3410.82377530314
7543.8047750346,7633.01438826966,7633.01438826966
4659.08720051113,4778.06176442478,4778.06176442478
4129.67431735075,4257.38338687679,4257.38338687679
4316.88109470429,4444.96286081725,4444.96286081725
4396.36501403689,4524.54871410468,4524.54871410468
6000.06051174393,6099.18647365381,6099.18647365381
5091.12509641025,5197.70575019051,5197.70575019051
7619.03785527283,7717.61776020673,7717.61776020673
3784.06025404088,3920.81662515934,3920.81662515934
5675.73391824615,5772.63533284742,5772.63533284742
3345.56679049525,3470.2134489866,3470.2134489866
3437.72637226413,3585.34804262693,3585.34804262693
5840.5481854347,5951.28046935727,5951.28046935727
6421.71073159271,6531.54148667394,6531.54148667394
3294.01628802997,3425.98497420011,3425.98497420011
4702.91636003853,4836.8463683581,4836.8463683581
3296.19989232614,3421.40749236675,3421.40749236675
3686.78327654677,3811.42761609189,3811.42761609189
4414.21648114208,4545.60458795088,4545.60458795088
5247.3782995018,5368.17074412221,5368.17074412221
4830.25133388375,4944.30744264078,4944.30744264078
3297.84599014957,3433.23355136537,3433.23355136537
5235.15132233771,5341.38891893077,5341.38891893077
3768.63386994711,3888.00962488039,3888.00962488039
4075.07874454726,4188.16193204613,4188.16193204613
6879.28812548009,6971.56683577661,6971.56683577661
3347.47325030665,3486.28185507746,3486.28185507746
4675.23264917266,4784.55436096504,4784.55436096504
3431.4298471073,3554.85683207182,3554.85683207182
3625.57909258677,3763.4760641563,3763.4760641563
3726.72301194333,3870.12428558244,3870.12428558244
